Código Distrito,Descritivo Distrito,Código Concelho,Descritivo Concelho,Código Freguesia,Descritivo abreviado da Freguesia,Descritivo completo da Freguesia,CodSF,Descritivo do SF
21,PONTA DELGADA                 ,06,VILA FRANCA DO CAMPO          ,01,AGUA DE ALTO                                      ,AGUA DE ALTO                                      ,3026,VILA FRANCA DO CAMPO          
21,PONTA DELGADA                 ,06,VILA FRANCA DO CAMPO          ,02,PONTA GARÇA                                       ,PONTA GARÇA                                       ,3026,VILA FRANCA DO CAMPO          
21,PONTA DELGADA                 ,06,VILA FRANCA DO CAMPO          ,03,VILA FRANCA DO CAMPO (S. MIGUEL)                  ,VILA FRANCA DO CAMPO (S. MIGUEL)                  ,3026,VILA FRANCA DO CAMPO          
21,PONTA DELGADA                 ,06,VILA FRANCA DO CAMPO          ,04,VILA FRANCA DO CAMPO (S. PEDRO)                   ,VILA FRANCA DO CAMPO (S. PEDRO)                   ,3026,VILA FRANCA DO CAMPO          
21,PONTA DELGADA                 ,06,VILA FRANCA DO CAMPO          ,05,RIBEIRA DAS TAINHAS                               ,RIBEIRA DAS TAINHAS                               ,3026,VILA FRANCA DO CAMPO          
21,PONTA DELGADA                 ,06,VILA FRANCA DO CAMPO          ,06,RIBEIRA SECA                                      ,RIBEIRA SECA                                      ,3026,VILA FRANCA DO CAMPO          
21,PONTA DELGADA                 ,07,VILA DO PORTO                 ,01,ALMAGREIRA                                        ,ALMAGREIRA                                        ,3034,VILA DO PORTO                 
21,PONTA DELGADA                 ,07,VILA DO PORTO                 ,02,SANTA BARBARA                                     ,SANTA BARBARA                                     ,3034,VILA DO PORTO                 
21,PONTA DELGADA                 ,07,VILA DO PORTO                 ,03,SANTO ESPIRITO                                    ,SANTO ESPIRITO                                    ,3034,VILA DO PORTO                 
21,PONTA DELGADA                 ,07,VILA DO PORTO                 ,04,S. PEDRO                                          ,S. PEDRO                                          ,3034,VILA DO PORTO                 
21,PONTA DELGADA                 ,07,VILA DO PORTO                 ,05,VILA DO PORTO                                     ,VILA DO PORTO                                     ,3034,VILA DO PORTO                 
22,FUNCHAL                       ,01,CALHETA (MADEIRA)             ,01,ARCO DA CALHETA                                   ,ARCO DA CALHETA                                   ,2798,CALHETA - MADEIRA             
22,FUNCHAL                       ,01,CALHETA (MADEIRA)             ,02,CALHETA                                           ,CALHETA                                           ,2798,CALHETA - MADEIRA             
22,FUNCHAL                       ,01,CALHETA (MADEIRA)             ,03,ESTREITO DA CALHETA                               ,ESTREITO DA CALHETA                               ,2798,CALHETA - MADEIRA             
22,FUNCHAL                       ,01,CALHETA (MADEIRA)             ,04,FAJÃ DA OVELHA                                    ,FAJÃ DA OVELHA                                    ,2798,CALHETA - MADEIRA             
22,FUNCHAL                       ,01,CALHETA (MADEIRA)             ,05,JARDIM DO MAR                                     ,JARDIM DO MAR                                     ,2798,CALHETA - MADEIRA             
22,FUNCHAL                       ,01,CALHETA (MADEIRA)             ,06,PAUL DO MAR                                       ,PAUL DO MAR                                       ,2798,CALHETA - MADEIRA             
22,FUNCHAL                       ,01,CALHETA (MADEIRA)             ,07,PONTA DO PARGO                                    ,PONTA DO PARGO                                    ,2798,CALHETA - MADEIRA             
22,FUNCHAL                       ,01,CALHETA (MADEIRA)             ,08,PRAZERES                                          ,PRAZERES                                          ,2798,CALHETA - MADEIRA             
22,FUNCHAL                       ,02,CAMARA DE LOBOS               ,01,CAMARA DE LOBOS                                   ,CAMARA DE LOBOS                                   ,2801,CAMARA DE LOBOS               
22,FUNCHAL                       ,02,CAMARA DE LOBOS               ,02,CURRAL DAS FREIRAS                                ,CURRAL DAS FREIRAS                                ,2801,CAMARA DE LOBOS               
22,FUNCHAL                       ,02,CAMARA DE LOBOS               ,03,ESTREITO DE CAMARA DE LOBOS                       ,ESTREITO DE CAMARA DE LOBOS                       ,2801,CAMARA DE LOBOS               
22,FUNCHAL                       ,02,CAMARA DE LOBOS               ,04,QUINTA GRANDE                                     ,QUINTA GRANDE                                     ,2801,CAMARA DE LOBOS               
22,FUNCHAL                       ,02,CAMARA DE LOBOS               ,05,JARDIM DA SERRA                                   ,JARDIM DA SERRA                                   ,2801,CAMARA DE LOBOS               
22,FUNCHAL                       ,03,FUNCHAL                       ,01,IMACULADO CORAÇÃO DE MARIA                        ,IMACULADO CORAÇÃO DE MARIA                        ,3450,FUNCHAL-2.                    
22,FUNCHAL                       ,03,FUNCHAL                       ,02,MONTE                                             ,MONTE                                             ,3450,FUNCHAL-2.                    
22,FUNCHAL                       ,03,FUNCHAL                       ,03,FUNCHAL (SANTA LUZIA)                             ,FUNCHAL (SANTA LUZIA)                             ,3450,FUNCHAL-2.                    
22,FUNCHAL                       ,03,FUNCHAL                       ,04,FUNCHAL (SANTA MARIA MAIOR)                       ,FUNCHAL (SANTA MARIA MAIOR)                       ,3450,FUNCHAL-2.                    
22,FUNCHAL                       ,03,FUNCHAL                       ,05,SANTO ANTONIO                                     ,SANTO ANTONIO                                     ,2810,FUNCHAL-1.                    
22,FUNCHAL                       ,03,FUNCHAL                       ,06,S. GONÇALO                                        ,S. GONÇALO                                        ,3450,FUNCHAL-2.                    
22,FUNCHAL                       ,03,FUNCHAL                       ,07,S. MARTINHO                                       ,S. MARTINHO                                       ,2810,FUNCHAL-1.                    
22,FUNCHAL                       ,03,FUNCHAL                       ,08,FUNCHAL (S. PEDRO)                                ,FUNCHAL (S. PEDRO)                                ,2810,FUNCHAL-1.                    
22,FUNCHAL                       ,03,FUNCHAL                       ,09,S. ROQUE                                          ,S. ROQUE                                          ,3450,FUNCHAL-2.                    
